organization,project_name,project_number,project_item_id,item_type,repo,issue_pr_number,task_title,task_description,assignees,assigned_by,status,priority,labels,milestone,iteration,due_date,created_at,updated_at,url
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozgf5_y0,Issue,Depart,,Location autocomplete not working in Pickup/Drop fields,"Steps to Reproduce:
Open to the platform using the  account.
Click on Schedule.

Actual Result:
In the Pickup and Drop location fields, location suggestions are not displayed when the user enters a location name.

Expected Result:
When the user enters a location name in the Pickup or Drop location fields, relevant location suggestions should be displayed automatically for selection.

https://github.com/user-attachments/assets/5f3e48ce-1a70-4690-a42a-d3178438a120",Roopesh618,suruthisagar97,,,bug,,,,2025-10-15 09:22:15+00:00,2025-10-15 09:22:15+00:00,https://github.com/CodeWork-ai/Depart/issues/29
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozgf6Agk,Issue,Depart,,Improper UI response for Select Time field,"Steps to Reproduce:
Open to the platform using the  account.
Click on Schedule.

Actual Result:
The Select Time field does not display a proper UI response on the screen.

Expected Result:
The Select Time field should display a proper and responsive UI component, allowing the user to select a time smoothly without any display or interaction issues.

![Image](https://github.com/user-attachments/assets/6de13978-7ccf-454d-b232-31e962d386e1)

![Image](https://github.com/user-attachments/assets/679ee9b9-d691-490f-92be-ff8502ca4435)",Roopesh618,suruthisagar97,,,bug,,,,2025-10-15 09:25:36+00:00,2025-10-21 19:06:11+00:00,https://github.com/CodeWork-ai/Depart/issues/30
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozgf6KUk,Issue,Depart,,Notification not sent to service provider or user during ride booking and cancellation,"Steps to Reproduce:
Open to the platform using the  account.

Actual Result:
After clicking “Book Ride,” a notification is not sent to the service provider, although it appears in the application. If the provider cancels the ride, the user does not receive any notification, and the Requesting button remains in the loading state.

Expected Result:
After clicking “Book Ride,” a notification should be sent to the service provider, and it should also appear in the application.
If the provider cancels the ride, the user should receive a notification, and the Requesting button should update to reflect the cancellation (e.g., return to its default state or show a cancellation message).

https://github.com/user-attachments/assets/6088791a-cc55-4e96-ae7e-1d64f7c63a0f",Roopesh618,suruthisagar97,,,bug,,,,2025-10-15 10:12:08+00:00,2025-10-15 10:14:49+00:00,https://github.com/CodeWork-ai/Depart/issues/32
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozgf6MQg,Issue,Depart,,Current and Past Booking pages show same data after booking.,"Steps to Reproduce:
Open to the platform using the  account.

Actual Result:
After booking confirmation, it redirects to the booking page. The Current Booking and Past Booking pages display the same data.

Expected Result:
After booking confirmation, the user is redirected to the Booking page. Current Booking shows only active/upcoming rides (e.g., pending, confirmed, in-progress).Past Booking shows only completed/cancelled/expired rides.

![Image](https://github.com/user-attachments/assets/3417915b-b160-4047-93e8-9b325ca4b84d)

![Image](https://github.com/user-attachments/assets/2b92840c-65c4-4fd5-a372-cfd73d174d63)",Roopesh618,suruthisagar97,,,bug,,,,2025-10-15 10:22:29+00:00,2025-10-15 10:22:29+00:00,https://github.com/CodeWork-ai/Depart/issues/33
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozgf__qc,Issue,Depart,,Page redirects to home screen after submitting review,"Steps to Reproduce:
Open to the platform using the  account.
Click on Booking.
click on Past Booking

Actual Result:
On the Past Booking page, select any past booking. It shows a ""Give a Review"" option. After submitting a review, the page automatically redirects to the home screen.

Expected Result:
After submitting a review, the user should remain on the same booking details page, and the ""Give a Review"" option should no longer be displayed.",Roopesh618,suruthisagar97,,,bug,,,,2025-10-17 06:30:28+00:00,2025-10-17 06:30:28+00:00,https://github.com/CodeWork-ai/Depart/issues/39
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggAB34,Issue,Depart,,OTP screen not closing after providing OTP to service provider,"Steps to Reproduce:
Open to the platform using the  account.

Actual Result:
After providing the OTP to the service provider from the User tab, the OTP screen still appears. It should instead display the drop location on the screen.

Expected Result:
After the user provides the OTP to the service provider, the OTP screen should close, and the drop location screen should be displayed.",Roopesh618,suruthisagar97,,,bug,,,,2025-10-17 06:48:49+00:00,2025-10-17 06:48:49+00:00,https://github.com/CodeWork-ai/Depart/issues/40
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggADHM,Issue,Depart,,Skip button cancels ride instead of skipping cancellation,"Steps to Reproduce:
Open to the platform using the  account.
Click on Current Booking.

Actual Result:
Clicking the Cancel button displays a list, but clicking the Skip button unexpectedly cancels the ride.

Expected Result:
Clicking the Cancel button should display a list of cancellation reasons. Clicking the Skip button should return the user to the previous screen without canceling the ride.",Roopesh618,suruthisagar97,,,bug,,,,2025-10-17 06:56:53+00:00,2025-10-17 06:56:53+00:00,https://github.com/CodeWork-ai/Depart/issues/41
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggAr_U,Issue,Depart,,No option to create driver in Service Provider account,"Steps to Reproduce:
Open to the platform using the Service Provider account.

Actual Result:
The Service Provider account does not have an option to create a driver.

Expected Result:
The Service Provider account should have an option to create and add new drivers.",Roopesh618,suruthisagar97,,,bug,,,,2025-10-17 10:47:08+00:00,2025-10-17 10:47:08+00:00,https://github.com/CodeWork-ai/Depart/issues/42
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggAuQU,Issue,Depart,,Expiry time not updating in Service Provider account after ride booking,"Steps to Reproduce:
Open to the platform using the Service Provider account.

Actual Result:
After a user books a ride, the ride appears in the Service Provider account, but the expiry time does not update and remains static.

Expected Result:
After a user books a ride, the expiry time shown in the Service Provider account should update dynamically and accurately reflect the remaining time until expiry.

<img width=""359"" height=""800"" alt=""Image"" src=""https://github.com/user-attachments/assets/0e64cd64-2535-4043-9c3f-ddad48b458b6"" />",Roopesh618,suruthisagar97,,,bug,,,,2025-10-17 11:05:27+00:00,2025-10-17 11:05:27+00:00,https://github.com/CodeWork-ai/Depart/issues/43
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozgf5eEM,Issue,Depart,,Pop-up message needs correction for invalid login credentials,"Steps to Reproduce:
Sign in to the platform using the  account.
Click on Login

Actual Result:
When entering wrong credentials and clicking the login button, an error message and pop-up message are displayed, but the pop-up message needs to be changed.

Expected Result:
When the user enters incorrect credentials and clicks the Login button, an appropriate error message should be displayed (e.g., ""Invalid username or password. Please try again."") and the pop-up message should display the correct text.

![Image](https://github.com/user-attachments/assets/8b2e6650-f982-49ba-a4c0-28f04c35f453)",Roopesh618,suruthisagar97,,,bug,,,,2025-10-15 06:33:25+00:00,2025-10-27 05:46:36+00:00,https://github.com/CodeWork-ai/Depart/issues/22
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozgf5ieI,Issue,Depart,,App bypasses phone verification and opens Service Provider screen on relaunch.,"**Steps to Reproduce :**

Open the Link application – the Home Screen appears.

Click on the User button on the Home Screen.

Navigate to the Sign In page.

Click on the Google Sign-In button.

The app redirects to the Phone Number Verification page.

Exit the application.

Reopen the Link application.

The application navigates to the Service Provider screen.

**Actual Result:**

After reopening the app, it directly navigates to the Service Provider screen instead of resuming from the Phone Number Verification page.

**Expected Result:**

After reopening the app, it should resume from the Phone Number Verification page, maintaining the user's sign-in flow.

 Environment:

Device: Android

OS Version: 15",Roopesh618,Ganesann-Ashokkumarr,,,,,,,2025-10-15 06:59:58+00:00,2025-10-21 19:10:39+00:00,https://github.com/CodeWork-ai/Depart/issues/24
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggHd5M,Issue,Depart,,View Plans button not working after adding a vehicle.,"Steps to Reproduce:
Open to the platform using the Service Provider account.

Actual Result:
After creating a new account and adding a vehicle, the page redirects to the “No Active Plan” page. However, clicking the “View Plans” button does not work.

Expected Result:
After adding a vehicle, the user should be redirected to the page where they can view and select available plans when clicking the View Plans button.

https://github.com/user-attachments/assets/11bbf207-53f6-48e6-a787-2f845debfd9c",suruthisagar97,suruthisagar97,,,bug,,,,2025-10-21 05:46:11+00:00,2025-10-23 06:18:44+00:00,https://github.com/CodeWork-ai/Depart/issues/52
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozgf5i8w,Issue,Depart,,App redirects to phone number verification page after reopening without completing KYC,"Steps to Reproduce:
Sign in to the platform using the  account.
Click on Register

Actual Result:
After providing all details and clicking the Register button, if the user closes the application without completing KYC and opens it again, the application directly redirects to the phone number verification page.

Expected Result:
After closing the app before completing KYC and reopening it, the app should restore the saved registration state and land the user on the KYC step (with previously entered details preserved). It should not redirect to phone number verification until KYC is completed or the flow reaches that step.

https://github.com/user-attachments/assets/8b0eab46-4008-490b-8693-5b00801101ed

https://github.com/user-attachments/assets/5b133d69-f873-4d18-88c6-9b21a4f58074",Roopesh618,suruthisagar97,,,bug,,,,2025-10-15 07:02:50+00:00,2025-10-23 06:29:33+00:00,https://github.com/CodeWork-ai/Depart/issues/25
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozgf6CDw,Issue,Depart,,Entered text in search field appears in white color,"Steps to Reproduce:
Open to the platform using the  account.
Click on chat.

Actual Result:
In the search field, when text is entered, it is not displayed properly — the text appears in white color.

Expected Result:
When the user enters text in the search field, it should be clearly visible with proper text color (e.g., black or dark color) that contrasts with the background.

![Image](https://github.com/user-attachments/assets/8bce81f6-18c4-4f83-a3ce-35838514f5d9)",suruthisagar97,suruthisagar97,,,bug,,,,2025-10-15 09:33:27+00:00,2025-10-23 06:34:26+00:00,https://github.com/CodeWork-ai/Depart/issues/31
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggCZWo,Issue,Depart,,Verification blocked due to unusual activity even on first attempt,"**Steps to Reproduce**

Install and launch the app on a mobile device.

Navigate to the Sign In screen.

Enter a valid  phone number 

Tap on Send OTP.

Observe the message shown at the bottom of the screen.

Expected Result

The app should send an OTP to the entered phone number and allow the user to proceed with verification.

Actual Result

The app displays an error message:
""Verification failed: We have blocked all requests from this device due to unusual activity. Try again later.""
No OTP is sent, and the user cannot proceed.

Impact

Blocks new or legitimate users from signing in.

Severely affects user experience.

Can cause user drop-offs or frustration.

Device : Android Version - 15
<img width=""347"" height=""692"" alt=""Image"" src=""https://github.com/user-attachments/assets/82c698f6-c21f-4b24-9a43-ddc09de23b60"" />",Roopesh618,Ganesann-Ashokkumarr,,,"bug, Blocker",,,,2025-10-18 06:19:13+00:00,2025-10-21 19:15:38+00:00,https://github.com/CodeWork-ai/Depart/issues/44
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozgf__SU,Issue,Depart,,‘Give a Review’ option reappears after submitting review,"Steps to Reproduce:
Open to the platform using the  account.
Click on Booking.
click on Past Booking

Actual Result:
On the Past Booking page, select any past booking. It shows a ""Give a Review"" option. After submitting a review, if you open the same booking again, the ""Give a Review"" option still appears.

Expected Result:
After submitting a review for a past booking, the ""Give a Review"" option should no longer be displayed when reopening the same booking.",suruthisagar97,suruthisagar97,,,bug,,,,2025-10-17 06:26:58+00:00,2025-10-23 06:38:32+00:00,https://github.com/CodeWork-ai/Depart/issues/38
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozgf5ZZ4,Issue,Depart,,Incorrect text on signup screen: “Don’t have an account? login”,"Steps to Reproduce:
Sign up to the platform using the  account.

Actual Result:
On the signup screen, the text ""Don't have an account? login"" is displayed incorrectly.

Expected Result:
On the signup screen, the text """"Already have an account? Log in"" is displayed correctly.

<img width=""359"" height=""800"" alt=""Image"" src=""https://github.com/user-attachments/assets/41a70bf2-2e64-48b0-9f84-318c6628dff3"" />",suruthisagar97,suruthisagar97,,,bug,,,,2025-10-15 05:58:54+00:00,2025-10-23 06:40:07+00:00,https://github.com/CodeWork-ai/Depart/issues/20
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozgf8nt0,Issue,Depart,,User Profile functionality not working properly,"Steps to Reproduce:
Open to the platform using the  account.
Click on User Profile.

Actual Result:
All functionality in the User Profile is not working properly.

Expected Result:
All User Profile functionality should work properly.",Roopesh618,suruthisagar97,,,bug,,,,2025-10-16 06:01:07+00:00,2025-10-23 06:42:04+00:00,https://github.com/CodeWork-ai/Depart/issues/36
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozgf6P8w,Issue,Depart,,"Car number, price, date, and driver name not displayed in Details section (fields appear empty)","Steps to Reproduce:
Open to the platform using the  account.
Click on Booking.

Actual Result:
In the Details section, the car number, price, date, and driver name are not displayed on the screen; the fields appear empty.

Expected Result:
In the Details section, the car number, price, date, and driver name should be correctly displayed on the screen with their respective values. No fields should appear empty.

![Image](https://github.com/user-attachments/assets/fd888027-68c9-4fac-ab0f-d6ca9c9483c7)",Roopesh618,suruthisagar97,,,bug,,,,2025-10-15 10:42:04+00:00,2025-10-23 06:43:50+00:00,https://github.com/CodeWork-ai/Depart/issues/34
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggHgxM,Issue,Depart,,Clicking the profile icon redirects to the home screen instead of the profile page.,"Steps to Reproduce:
Open to the platform using the Service Provider account.

Actual Result:
When clicking the profile icon, it redirects to the home screen.

Expected Result:
Clicking the profile icon should redirect the user to their profile page, not the home screen.",suruthisagar97,suruthisagar97,,,bug,,,,2025-10-21 06:02:21+00:00,2025-10-23 06:47:23+00:00,https://github.com/CodeWork-ai/Depart/issues/53
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggHlHw,Issue,Depart,,Clicking the notification icon does not trigger any action.,"Steps to Reproduce:
Open to the platform using the Service Provider account.

Actual Result:
When clicking the notification icon, it does not work.

Expected Result:
Clicking the notification icon should display the notifications or redirect the user to the notifications page.",Roopesh618,suruthisagar97,,,bug,,,,2025-10-21 06:33:46+00:00,2025-10-21 06:33:46+00:00,https://github.com/CodeWork-ai/Depart/issues/54
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggHpP0,Issue,Depart,,The notification icon is missing from the screen.,"Steps to Reproduce:
Open to the platform using the User account.

Actual Result:
The notification icon is missing from the screen.

Expected Result:
The notification icon should be visible on the screen.",Roopesh618,suruthisagar97,,,bug,,,,2025-10-21 07:01:10+00:00,2025-10-21 07:01:10+00:00,https://github.com/CodeWork-ai/Depart/issues/55
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggH2JM,Issue,Depart,,Unable to create a second account using Gmail; redirects to the home screen.,"Steps to Reproduce:
Open to the platform using the Service Provider account.
Click on Gmail 
Actual Result:
When creating an account using Gmail, it is not possible to create a second account as it redirects to the home screen.

Expected Result:
After creating an account using Gmail, the user should be able to create a second account without being redirected to the home screen.",Roopesh618,suruthisagar97,,,bug,,,,2025-10-21 08:14:19+00:00,2025-10-21 08:14:19+00:00,https://github.com/CodeWork-ai/Depart/issues/57
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggN3oY,Issue,Depart,,"Clicking ""My Subscription"" redirects to the wrong page.","Steps to Reproduce:
Open to the platform using the Service Provider account.
Click on Profile.
Click on My Subscription.
 
Actual Result:
When clicking 'My Subscription,' it redirects to the 'Choose a Plan' page instead of the 'My Subscription' page.

Expected Result:
When clicking ""My Subscription,"" the user should be directed to the ""My Subscription"" page, not the ""Choose a Plan"" page.",Roopesh618,suruthisagar97,,,bug,,,,2025-10-23 05:26:04+00:00,2025-10-23 05:26:04+00:00,https://github.com/CodeWork-ai/Depart/issues/58
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggN5Cs,Issue,Depart,,The 'My Subscription' and 'Plans' pages do not display the proper UI response.,"Steps to Reproduce:
Open to the platform using the Service Provider account.
Click on Profile.
Click on My Subscription and Plan
 
Actual Result:
The 'My Subscription' and 'Plans' pages do not display proper UI response on the screen.

Expected Result:
The 'My Subscription' and 'Plans' pages should display the proper UI response on the screen.

![Image](https://github.com/user-attachments/assets/1c1deac0-1a08-4ae1-8a71-55c69eac482d)",Roopesh618,suruthisagar97,,,bug,,,,2025-10-23 05:39:14+00:00,2025-10-23 05:39:14+00:00,https://github.com/CodeWork-ai/Depart/issues/59
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggOCjY,Issue,Depart,,Admin can approve KYC and activate the driver without completing verification.,"Steps to Reproduce:
Open to the platform using the Admin account.
Click on Drivers.

Actual Result:
Without completing KYC verification and mobile number verification, the admin is able to approve the KYC and activate the driver.

Expected Result:
The admin should not be able to approve the KYC or activate the driver without completing KYC verification and mobile number verification.

Role: Admin

https://github.com/user-attachments/assets/d355072d-bbb7-4e9e-b86f-c11710ad745e",xavierrnelson,suruthisagar97,,,bug,,,,2025-10-23 06:54:55+00:00,2025-10-23 06:54:55+00:00,https://github.com/CodeWork-ai/Depart/issues/60
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggOaYk,Issue,Depart,,User cannot make a call or message after accepting a ride.,"Steps to Reproduce:
Log in to the platform using the User account.
Click on Bookings.

Actual Result:
In the current booking page, after accepting a ride from the service provider, the user is unable to make a call or send a message.

Expected Result:
After accepting a ride from the service provider, the user should be able to make a call or send a message.

Env: DEV",Roopesh618,suruthisagar97,,,bug,,,,2025-10-23 09:04:57+00:00,2025-10-23 09:04:57+00:00,https://github.com/CodeWork-ai/Depart/issues/61
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggOcYQ,Issue,Depart,,"User cancels the ride, but the booking isn’t canceled and redirects to the pickup page.","Steps to Reproduce:
Log in to the platform using the User account.
Click on Bookings.

Actual Result:
In the current booking page, after accepting a ride from the service provider, if the user cancels the ride on the service provider's page, the booking is not canceled and it navigates to the pickup page instead.

Expected Result:
If the user cancels the ride on the service provider's page, the booking should be canceled, and the user should not be navigated to the pickup page.

Env: DEV

![Image](https://github.com/user-attachments/assets/072b548d-e3cc-46d8-8e3e-4d89a52f2a33)",Roopesh618,suruthisagar97,,,bug,,,,2025-10-23 09:14:41+00:00,2025-10-23 09:14:41+00:00,https://github.com/CodeWork-ai/Depart/issues/62
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggOjeY,Issue,Depart,,Profile images do not display properly when clicking on the user or driver profile.,"Steps to Reproduce:
Log in to the platform using the User account.

Actual Result:
After choosing a vehicle on the 'Book Ride' page, the user's name is displayed, but when clicking on the user profile or driver profile, the image does not display properly.

Expected Result:
The user and driver profile images should display properly when clicked on the profile.

Env: DEV

![Image](https://github.com/user-attachments/assets/653878b7-5070-4e11-8a60-a8e92f202b97)",Roopesh618,suruthisagar97,,,bug,,,,2025-10-23 09:46:53+00:00,2025-10-23 09:46:53+00:00,https://github.com/CodeWork-ai/Depart/issues/63
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggOmp0,Issue,Depart,,User doesn't get a notification when the service provider arrives.,"Steps to Reproduce:
Log in to the platform using the User account.


Actual Result:
After the service provider reaches the user's location, the user does not receive any notification on their mobile.

Expected Result:
The user should receive a notification on their mobile when the service provider reaches their location.

Env: DEV",Roopesh618,suruthisagar97,,,bug,,,,2025-10-23 10:03:28+00:00,2025-10-23 10:03:28+00:00,https://github.com/CodeWork-ai/Depart/issues/64
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggOo50,Issue,Depart,,User profile is not displayed in the account.,"Steps to Reproduce:
Log in to the platform using the User or Service Provider account.

Actual Result:
User profile is not displayed in the account.

Expected Result:
The user profile should be displayed in the account.

Env: DEV",Roopesh618,suruthisagar97,,,bug,,,,2025-10-23 10:15:31+00:00,2025-10-23 10:15:31+00:00,https://github.com/CodeWork-ai/Depart/issues/65
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggOpnM,Issue,Depart,,Pagination is missing on the feedback page.,"Steps to Reproduce:
Open to the platform using the Admin account.
Click on Feedback.

Actual Result:
Pagination is missing from the feedback page.
Expected Result:
Pagination should be present on the feedback page.

Role: Admin",xavierrnelson,suruthisagar97,,,bug,,,,2025-10-23 10:20:19+00:00,2025-10-23 10:20:19+00:00,https://github.com/CodeWork-ai/Depart/issues/66
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggOvT8,Issue,Depart,,Account can still log in with the same email ID after deactivating the driver and vehicle.,"Steps to Reproduce:
Open to the platform using the Admin account.
Click on Driver.

Actual Result:
After deactivating the driver and the vehicle from the admin team using the same email ID, the account will still be able to log in.

Expected Result:
After deactivating the driver and vehicle, the account should not be able to log in using the same email ID.",Roopesh618,suruthisagar97,,,bug,,,,2025-10-23 10:57:27+00:00,2025-10-23 10:57:27+00:00,https://github.com/CodeWork-ai/Depart/issues/67
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggOv5A,Issue,Depart,,Recent updates from any user do not appear at the top of the table.,"Steps to Reproduce:
Open to the platform using the Admin account.
Click on Driver.

Actual Result:
Recent updates from any user do not appear at the top of the table.

Expected Result:
Recent updates from any user should appear at the top of the table.",xavierrnelson,suruthisagar97,,,bug,,,,2025-10-23 11:01:33+00:00,2025-10-23 11:01:33+00:00,https://github.com/CodeWork-ai/Depart/issues/68
