organization,project_name,project_number,project_item_id,item_type,repo,issue_pr_number,task_title,task_description,assignees,assigned_by,status,priority,labels,milestone,iteration,due_date,created_at,updated_at,url
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgeB2NQ,Issue,Little-sparks,,Notifications- Show more option,"Description:

- Enhanced notifications module for mobile application by implementing 'Show More' functionality.
- The system now loads the first 10 notifications by default to optimize performance and reduce initial payload size. 
- When the user scrolls or taps 'Show More', the backend dynamically fetches the next batch of notifications in sequence. 
- This approach improves efficiency, ensures smoother user experience, and prevents performance bottlenecks caused by loading all notifications at once.",suruthisagar97,sharonss0809,Dev,Normal,Development,,,,2025-08-26 09:34:43+00:00,2025-09-01 07:20:44+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/155
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgeJ-kI,Issue,Little-sparks,,Add Event page not responding,"Steps to Reproduce:
Log in to the platform using the Centerhead account.
Click on Events.

Actual Result:
On the Add Event page, when I enter text in the Event Name field and select an event type, the page does not respond properly.

Expected Result:
On the Add Event page, after entering text in the Event Name field and selecting an event type, the page should respond properly and update as expected.

https://github.com/user-attachments/assets/8122afd7-570d-4e2c-b700-1b8b54a67ab8",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-29 05:11:57+00:00,2025-09-01 07:18:28+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/166
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgeJ_yw,Issue,Little-sparks,,Feed page loads after rendering other pages first,"Steps to Reproduce:
Log in to the platform using the Centerhead account.
Click on Feeds.

Actual Result:
When clicking the Feed page, other pages render first before the Feed page images are displayed.

Expected Result:
When clicking the Feed page, only the Feed page should render, and its images should display immediately without loading other pages.",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-29 05:25:58+00:00,2025-09-01 07:13:28+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/167
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdgU10,Issue,Little-sparks,,Payment module- Mobile,"Description:

Create a figma design for

- Review dues – See the total amount owed for the month, due date, and an itemized breakdown (fees, discounts, taxes, late fees).
- Select payment method – Choose from supported methods (UPI, debit/credit card, net banking, wallet, or saved payment methods) in a simple, discoverable interface.
- Pay securely – Complete the transaction with clear confirmation steps, display security/trust indicators, and ensure PCI-compliant design patterns.
- Receive confirmation – Show a success screen with receipt details, downloadable invoice, and history entry; handle pending or failed payment states clearly.",xavierrnelson,sharonss0809,Completed,Normal,Design,,,,2025-08-11 11:12:35+00:00,2025-08-21 05:21:31+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/104
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgducTs,Issue,Little-sparks,,Notification time not displayed correctly in Notification tab,"Steps to Reproduce:
Log in to the platform using the Centerhead & Parent account.
Click on Activities.

Actual Result:
In the Notification tab, the received notification time is not shown; it only displays ‘just now’.

Expected Result:
In the Notification tab, the exact received notification time should be shown instead of only displaying ‘just now’.

Environment: DEV

![Image](https://github.com/user-attachments/assets/1f32d895-000d-4c6d-8ce5-7cfa30142b60)",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-18 06:59:00+00:00,2025-08-26 09:08:20+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/118
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgd62Dg,Issue,Little-sparks,,Applied Date error in Leave History,"Steps to Reproduce:
Log in to the platform using the Centerhead account.
Click on Calendar.
Click on Leave History.

Actual Result:
After applying leave, the Applied Date on the Leave History page is shown as an error message.

Expected Result:
After applying leave, the Applied Date should be displayed correctly on the Leave History page.

Env: Dev

<img width=""359"" height=""800"" alt=""Image"" src=""https://github.com/user-attachments/assets/848853ef-7592-47db-b129-f40e9d5ed12b"" />",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-22 11:21:51+00:00,2025-08-28 10:01:10+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/151
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgd3zxs,Issue,Little-sparks,,Error on applying leave with 'Other' type selected.,"Steps to Reproduce:
Log in to the platform using the Center head account.
Click on Calender.
Click on Leave Apply.

Actual Result:
On the Leave Apply page, select a leave type, choose the 'Other' option, and click the Apply Leave button. An error message is displayed.

Expected Result:
The leave application should be submitted successfully without displaying any error message when the 'Other' option is selected.

Env: Dev

https://github.com/user-attachments/assets/04f42f72-8789-4b01-a443-24846c2fca40",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-21 09:23:21+00:00,2025-08-25 07:06:37+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/145
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdB5Ho,Issue,Little-sparks,,Feed module - (Mobile),"Description:

- View feed timeline in chronological order.
- Load more posts.
- View details of a post (e.g., full image, description).

Design Reference

Figma Link: https://www.figma.com/design/hSN3ue2C8qpZPwxOJ9QTg2/Chlidcare?node-id=1241-2799&t=k6w246Bm9e0vnv3a-1",suruthisagar97,sharonss0809,Dev,Normal,Development,,,,2025-07-28 11:06:00+00:00,2025-08-21 04:26:42+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/42
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdxVSE,Issue,Little-sparks,,Student details showing ‘N/A’ issue.,"Steps to Reproduce:
Log in to the platform using the Centerhead account.
Click on Connect.

Actual Result:
When selecting a student and clicking the info (i) icon, the student details page displays. The name field shows ‘N/A’ below the displayed name, and additionally, a ‘Download Attendance’ option appears in the student details page.

Expected Result:
In the student details page, the correct student name should be displayed without showing ‘N/A’, and only relevant options should appear.

![Image](https://github.com/user-attachments/assets/b5dba027-7d00-4b4e-b69e-fdc6ff54225d)",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-19 06:39:08+00:00,2025-08-21 04:42:20+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/126
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdxUJY,Issue,Little-sparks,,Chat not updating to top after message.,"Steps to Reproduce:
Log in to the platform using the Centerhead and Parents accounts.
Click on Connect.

Actual Result:
In the chat list tab, after sending a message to someone and returning to the chat tab, that person’s conversation does not appear at the top of the list. However, if you navigate to another screen and then return to the chat tab, it moves to the top.

Expected Result:
After sending a message, that person’s conversation should immediately appear at the top of the chat list without needing to navigate away and return.

https://github.com/user-attachments/assets/995f2633-167e-4a0b-b0f5-04c15c683fa8",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-19 06:31:23+00:00,2025-08-21 04:40:29+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/125
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdB0s0,Issue,Little-sparks,,Feed module - (Web),"Description:

- Create and manage feed posts
- Add images, text content, titles, and timestamps
- Optionally tag posts with a category (e.g., Announcement, Event, Reminder)
- Edit or delete previously posted feeds


Design Reference

Figma Link: https://www.figma.com/design/hSN3ue2C8qpZPwxOJ9QTg2/Chlidcare?node-id=1241-2799&t=k6w246Bm9e0vnv3a-1",,sharonss0809,Backlog,Normal,Development,,,,2025-07-28 10:37:35+00:00,2025-08-19 05:03:09+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/41
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdmHmI,Issue,Little-sparks,,Search icon hides on keyboard open.,"Steps to Reproduce:

Log in to the platform using the Center head account.
click on Events.
click on Add Events.

Actual Result:
On the Add Events page, in the ""Select Students"" field, when clicking the search icon, the keyboard appears and the search icon is hidden from the screen.

Expected Result:
On the Add Events page, when clicking the search icon in the ""Select Students"" field, the keyboard should appear without hiding the search icon.

Environment: DEV",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-13 10:03:59+00:00,2025-08-21 04:52:16+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/113
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdmLzc,Issue,Little-sparks,,Other center head students shown in list.,"Steps to Reproduce:
Log in to the platform using the Center head account.
Click on Events.
Click on Add Events.

Actual Result:
On the Add Events page, in the ""Select Students"" field, students from other center heads are displayed.

Expected Result:
On the Add Events page, the ""Select Students"" field should display only students assigned to the logged-in center head.

Environment: DEV

https://github.com/user-attachments/assets/71515860-a6f8-441a-ad37-31e99ee84048",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-13 10:33:31+00:00,2025-08-21 05:00:32+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/114
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdue4I,Issue,Little-sparks,,Duplicate screens open in Add Events tab,"Steps to Reproduce:
Log in to the platform using the Centerhead account.
Click on Events.

Actual Result:
In the Add Events tab, when selecting event dates and choosing students, two screens open, and one of them closes automatically.

Expected Result:
In the Add Events tab, only one screen should open when selecting event dates and students, and it should remain open until the user closes it manually.

Environment: DEV

https://github.com/user-attachments/assets/06c6f286-f802-45f2-bd89-45ea7ee9df74",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-18 07:14:17+00:00,2025-08-21 04:49:30+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/120
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdxIzk,Issue,Little-sparks,,Name list format is incorrect in student attendance field.,"Steps to Reproduce:
Log in to the platform using the Centerhead account.
Click on Calendar.
Click on Students Attendance.

Actual Result:
In the student attendance field, there is no proper name list format.

Expected Result:
The student attendance field should display the names in a proper, consistent format.

![Image](https://github.com/user-attachments/assets/962ed785-733e-4686-bfdf-940bcaee39d6)",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-19 04:45:13+00:00,2025-08-20 08:50:11+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/123
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdmNqQ,Issue,Little-sparks,,Profile and Notification pages not fitting properly on screen.,"Steps to Reproduce:
Log in to the platform using the Center head account.
Click on Profile.

Actual Result:
The Profile and Notification pages do not fit properly on the screen.

Expected Result:
The Profile and Notification pages should fit properly on the screen without any layout issues.

Environment: DEV

<img width=""1080"" height=""2408"" alt=""Image"" src=""https://github.com/user-attachments/assets/34be3c04-f6e7-4fda-83bf-9dfa4b92ef7a"" />

![Image](https://github.com/user-attachments/assets/1a9aebb5-537b-48c1-a778-4ede0848b719)",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-13 10:49:06+00:00,2025-08-20 08:44:02+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/116
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdfg6Y,Issue,Little-sparks,,Announcement Notification module- Mobile,"Description:

- Prompt Notifications: Parents and center heads are immediately informed when an announcement is made by the super admin.
- Real-Time Alerts: Notifications are sent in real-time, ensuring timely delivery of important information.
- Actionable Information: Parents and center heads can quickly act on the information provided in the announcement.
- Enhanced Communication: The module fosters better communication between the super admin, parents, and center heads.
- Improved Engagement: Ensures that all relevant parties stay engaged and up-to-date within the community or center.",suruthisagar97,sharonss0809,Dev,Normal,Development,,,,2025-08-11 04:51:00+00:00,2025-08-18 05:05:43+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/101
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdiY_A,Issue,Little-sparks,,Center head leave balance checking module- Mobile,"Description:

Implement a mobile app screen and flow for employees to apply for leave.

- User can select leave type, dates, and provide a reason.
- App shows available balance and prevents exceeding it.
- Successful submission shows confirmation and updates leave list.
- Works on iOS and Android, responsive to different screen sizes.",suruthisagar97,sharonss0809,Dev,Normal,Development,,,,2025-08-12 04:33:52+00:00,2025-08-20 08:40:50+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/105
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdmQjs,Issue,Little-sparks,,Overlapping issue on Daily Activities page.,"Steps to Reproduce:
Log in to the platform using the Center head account.
Click on Activities.

Actual Result:
On the Daily Activities page, there is an overlapping issue on the screen.

Expected Result:
On the Daily Activities page, all elements should be properly aligned without any overlapping.

Environment: DEV

<img width=""359"" height=""800"" alt=""Image"" src=""https://github.com/user-attachments/assets/c58031a7-dfca-4037-9fbb-f14f87d5b55d"" />",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-13 11:10:09+00:00,2025-08-19 05:56:52+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/117
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdmGYU,Issue,Little-sparks,,Hardware back navigation not working on Add Events page.,"Steps to Reproduce:
Log in to the platform using the Center head account.
Click on Events.
Click on Add Events.

Actual Result:
On the Add Events page, the hardware back navigation is not working.

Expected Result:
On the Add Events page, the hardware back navigation should function properly and return the user to the previous screen.

Environment: DEV",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-13 09:56:28+00:00,2025-08-19 06:00:17+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/112
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdgIy8,Issue,Little-sparks,,Sometimes the Dashboard page shows an error message.,"Steps to Reproduce:

Log in to the platform using the parent's account.

Actual Result:
On the Dashboard page, it sometimes shows error messages.

Expected Result:
The Dashboard page should load without displaying any error messages.

Environment: DEV",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-11 09:52:28+00:00,2025-08-18 05:13:06+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/103
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdibz4,Issue,Little-sparks,,Create/Cancel buttons visible with keyboard open in Add Events,"Steps to Reproduce:

Log in to the platform using the Center head account.
Click on Events.
Click on Add Event.

Actual Result:
In Add Events, when entering data, the Create and Cancel buttons are displayed on the screen even when the keyboard is enabled.

Expected Result:
On the Add Events screen, the Create and Cancel buttons should not be visible when entering data if the keyboard is open.

Environment: DEV

![Image](https://github.com/user-attachments/assets/f8aa6d4d-137d-47c0-93d1-53e8929d5a2c)",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-12 05:10:14+00:00,2025-08-18 05:20:14+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/107
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdTHzo,Issue,Little-sparks,,Missing event logos displaying as question marks on the home screen,"Steps to Reproduce:
Log in to the platform using the Centerhead account.

Actual Result:
On the home screen, the events list is displayed, but for some events, the logo is missing and a question mark (?) is shown instead.

Expected Result:
All events in the list on the home screen should display their respective logos. If a logo is missing, a default placeholder image should be shown instead of a question mark.

Environment: DEV

![Image](https://github.com/user-attachments/assets/6aba8a5b-29e2-4e82-836a-a6fc535f5eff)",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-05 05:29:28+00:00,2025-08-18 06:26:37+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/86
